compagny,country,url
"Servicecenter Hellerup
SHENZHEN JDB TECHNOLOGY CO.,LTD",CN - CHINA,pcbway.com/
"Hangzhou Branch
Wontly Services Limited",GB - UNITED KINGDOM,pcmaniacstore.com
PCOW INC,US - UNITED STATES,pcowinc.com/
Pediwear Shoe Centre Online,GB - UNITED KINGDOM,pediwear.co.uk
Pegani,DK - DENMARK,pegani.dk
Pennshoppen i Göteborg,SE - SWEDEN,pennshoppen.se
Pennshoppen i Göteborg,SE - SWEDEN,penshop.se
NORDELE LIMITED,CY - CYPRUS,perfectfunn.com
Persometrics Sarl,CH - SWITZERLAND,persometrics.ch
Personlig Almanacka Nordic AB,SE - SWEDEN,personligalmanakk.no
petfoodnord.dk,DK - DENMARK,petfoodnord.dk
PetiteKnit,DK - DENMARK,petiteknit.com
PETIT STORIES STOCKHOLM AB,SE - SWEDEN,petitstories.se/
3D Production International AB,SE - SWEDEN,phonecases3d.com/
Ravened Limited,GB - UNITED KINGDOM,phonerealmz.com
Vrendergo Limited,GB - UNITED KINGDOM,phonetazia.com
Phonify B.V.,NL - NETHERLANDS,phonify.mobi
Photografica ApS,DK - DENMARK,photografica.com
Physiq Apparel,GB - UNITED KINGDOM,physiqapparel.com
Reset Media Limited,GB - UNITED KINGDOM,pickitnplay.com
Pierrot la Lune,DK - DENMARK,pierrotlalune.dk
pluspige.dk,DK - DENMARK,pige.dk
Diramode SAS,FR - FRANCE,pimkie.com
Efuma ApS,DK - DENMARK,pink-mule.com
Pixel Federation,SK - SLOVAKIA,pixelfederation.sk
Orbit Group,DK - DENMARK,pixojet.com/
QUILDERN LIMITED,CY - CYPRUS,plalane.com
TARINOT LIMITED,CY - CYPRUS,planetplaygames.com
Asia Entertainment Technology Ltd,HK - HONG KONG,play-asia.com
LOUVERON LIMITED,CY - CYPRUS,playallhere.com
JERLINCO LIMITED,CY - CYPRUS,playallthis.com
JEOLIOR LIMITED,CY - CYPRUS,playalltoday.com
TVN Digital S.A.,PL - POLAND,player.pl/sklep
Playmobil Benelux B.V.,NL - NETHERLANDS,playmobil-toys.no
Playmobil Benelux B.V.,NL - NETHERLANDS,playmobil.com
Boxwish Limited,GB - UNITED KINGDOM,playplayon101.com
Plint A/S,DK - DENMARK,plint.dk
Plugin Boutique Ltd,GB - UNITED KINGDOM,pluginboutique.com
pluspige.dk,DK - DENMARK,pluspige.dk
Plentyoffish Media ULC,US - UNITED STATES,pof.com/
Pointblog,DK - DENMARK,pointblog.no
CM Network A/S,DK - DENMARK,pointworld.com
Sport To.HB,SE - SWEDEN,pokaltotal.se
Popsa International Limited,GB - UNITED KINGDOM,popsa.com
MG Billing Ltd,CY - CYPRUS,pornhub.com
Post+ BV,NL - NETHERLANDS,post-plus.net
Superspace AB,SE - SWEDEN,posteriq.com
Postery AB,SE - SWEDEN,postery.com
Postery AB,SE - SWEDEN,postery.com/no/
Predictwind Ltd,NZ - NEW ZEALAND,predictwind.com
The Premiere Rosette Company,GB - UNITED KINGDOM,premiererosettes.com
Presto Classical Limited,GB - UNITED KINGDOM,prestoclassical.co.uk
Presto Classical Limited,GB - UNITED KINGDOM,prestomusic.com
prettylittlething.com Limited,GB - UNITED KINGDOM,prettylittlething.com
"Prezi, Inc",US - UNITED STATES,prezi.com
Fezzil Limited,GB - UNITED KINGDOM,primacoup101.com
DinText,DK - DENMARK,print-it.dk
Beatsoul Limited,GB - UNITED KINGDOM,privatefitt365.com
Pro-Direct Sport Limited,GB - UNITED KINGDOM,prodirectsport.com/
Copenhagen Jade AS,DK - DENMARK,project-aj117.com
Projectkin ApS,DK - DENMARK,projectkintravel.com
Web Retail S.R.O,CZ - CZECH REPUBLIC,projektorer-lamper.no
Propellerhead Software AB,SE - SWEDEN,propellerheads.se
Proprint Baltic UAB,LT - LITHUANIA,proprint.lt
Pruefungsverband Deutscher Banken,DE - GERMANY,pruefungsverband-banken.de
"e.V.
På Bettet AB",SE - SWEDEN,påbettet.se
M of Copenhagen,DK - DENMARK,pærelunden
Q-workshop Patryk Strzelewicz,PL - POLAND,q-workshop.com
Q for Skin,SE - SWEDEN,qforskin.se
"Quintessential Biosciences, LLC",US - UNITED STATES,qsciences.com
Qwertee Limited,IE - IRELAND,qwertee.com
TAXOPOULOS P. & Co. L.P.,GR - GREECE,r-tmg.com/
RAKUTEN TV EUROPE S.L.U.,ES - SPAIN,rakuten.tv
Rammy Oy,FI - FINLAND,rammy.fi
Rapha Racing Ltd,GB - UNITED KINGDOM,rapha.cc
Jkollerup.dk v/Jeppe Kollerup,DK - DENMARK,raspberrypi.dk
Raw Roots & Dreadheadshop,DK - DENMARK,rawroots.dk
Razer Online Pte. Ltd.,SG - SINGAPORE,razer.com
RCMart Limited,HK - HONG KONG,rcmart.com
RC modeltruck.dk,DK - DENMARK,rcmodeltruck.dk
Readly AB,SE - SWEDEN,readly.com
Reakto,SE - SWEDEN,reakto.se
Redbubble Inc,US - UNITED STATES,redbubble.com
Redeye Records Limited,GB - UNITED KINGDOM,redeyerecords.co.uk
Skreenback Limited,GB - UNITED KINGDOM,reelcinemax247.com
REISS LIMITED,GB - UNITED KINGDOM,reiss.com
Askovgaard,DK - DENMARK,rejsepuder.dk
RemButiken Sverige AB,SE - SWEDEN,rembutiken.se
VM Elektro A/S,DK - DENMARK,reservedele.nu
Team spareparts Group aps,DK - DENMARK,reservedelpilleovn.dk
RESNAP BV,NL - NETHERLANDS,resnap.com
Proprint Baltic UAB,LT - LITHUANIA,respira.no
Frank Hougen EF,SE - SWEDEN,retreat.nu
Revenuewire Inc.,CA - CANADA,revenuewire.com
Eminent Inc.,US - UNITED STATES,revolve.com/
Rewellio GmbH,AT - AUSTRIA,rewellio.com
RichMeetBeautiful Ltd,MT - MALTA,richmeetbeautiful.com
Ride All Day AB,SE - SWEDEN,rideallday.se
Moalem Trading,DK - DENMARK,ridgeline.dk
NULIZAN LIMITED,CY - CYPRUS,rifflinks.com
Rimmer Bros Ltd,GB - UNITED KINGDOM,rimmerbros.com
Ring LLC,US - UNITED STATES,ring.com/
Roblox Corporation,US - UNITED STATES,roblox.com
RockAuto LLC,US - UNITED STATES,rockauto.com
Rockay.com,DK - DENMARK,rockay.com
Low Frequency records Oy,FI - FINLAND,rockshirts.fi
Rödcedra AB,SE - SWEDEN,rodceder.se
Rohrspatz und Wollmeise GmbH,DE - GERMANY,rohrspatzundwollmeise.de
Rosen-Lund V/Tanja Lund Mogensen,DK - DENMARK,rosen-lund.dk
ROSE PASSION SARL,FR - FRANCE,rosepassion.com
Rotordisc'en,DK - DENMARK,rotordisc.dk
Bee Green,DK - DENMARK,routine.dk/
"A Place for Rover, Inc.",US - UNITED STATES,rover.com
Fiskars Denmark A/S,DK - DENMARK,royalcopenhagen.com/
Fiskars Online Oy Ab,FI - FINLAND,royaldoulton.eu/
Midasplayer (Skills) Limited,GB - UNITED KINGDOM,royalgames.com
Renate Rosner Consult Sl,ES - SPAIN,rr-consult.net/
Fashion Society,DK - DENMARK,ruedetokyo.com/
Rx Smart Gear Inc,US - UNITED STATES,rxsmartgear.com
NYVRY AB,SE - SWEDEN,ryvelle.com
Motillo AB,SE - SWEDEN,saburojeans.com
Samsung Electronics GmbH,DE - GERMANY,samsung.com/de
Sandbox Interactive GmbH,DE - GERMANY,sandbox-interactive.com
Sanseliv ApS,DK - DENMARK,sanse-liv.dk
RJB Stone Ltd,GB - UNITED KINGDOM,sassandbelle.co.uk/
Sätila of Sweden AB,SE - SWEDEN,satila.com
Sätila of Sweden AB,SE - SWEDEN,satila.com/no
Savantini Ltd,GB - UNITED KINGDOM,savantini.com
Staffordshire Bull Terrier 1935,SE - SWEDEN,sbt1935.com
Staffordshire Bull Terrier 1935,SE - SWEDEN,sbt1935.se
Scalefast SAS,FR - FRANCE,scalefast.com
Scribd Inc,US - UNITED STATES,scribd.com
StjarnDistribution,SE - SWEDEN,sdist.se
Seagull Aps,DK - DENMARK,seagull-healthcare.dk
Linden Research Inc,US - UNITED STATES,secondlife.com
DIGITAL RIVER GMBH,DE - GERMANY,secure.element5.com/esales/impressum.html
Secuyou ApS,DK - DENMARK,secuyou.dk
Sekelskifte 1900 AB,SE - SWEDEN,sekelskifte.se
Selfridges Retail Limited,GB - UNITED KINGDOM,selfridges.com
Argentum Antiques And Collectables Ltd,GB - UNITED KINGDOM,sellingantiques.co.uk/argentumantiquescollectables/
Sephora Sweden AB,SE - SWEDEN,sephora.se
ServoVendi SL,ES - SPAIN,servovendi.com
Öviks Husteknik AB,SE - SWEDEN,sewingheartdesign.com
SF  Anytime AB,SE - SWEDEN,sfanytime.com
Aktiebolaget Svensk Filmindustri,SE - SWEDEN,sfkids.com/no/
Jaysov Ventures Limited,GB - UNITED KINGDOM,shockdeal247.com
Hildenratch Limited,GB - UNITED KINGDOM,shockdeals247.com/
Zedalise Limited,GB - UNITED KINGDOM,shockdeals365.com
Pediwear Shoe Centre Online,GB - UNITED KINGDOM,shoesinternational.co.uk
Tomasz Urbaniak,PL - POLAND,shop.bobbiny.com
Frank Hougen EF,SE - SWEDEN,shop.englagard.se
FEBEST EUROPE DISTRIBUTION OU,EE - ESTONIA,shop.febest.eu
Powerslave SL,ES - SPAIN,shop.indierecordings.no/
Newgen Distribution AB,SE - SWEDEN,shop.newgendistribution.com/
Princess Yachts West Sweden AB,SE - SWEDEN,shop.princessyachts.no
Princess Yachts West Sweden AB,SE - SWEDEN,shop.princessyachts.se
Roberto Serrano Ferrer,ES - SPAIN,shop.sailoog.com
IT Magic ApS,DK - DENMARK,shop4body.no
Xbite Limited,GB - UNITED KINGDOM,shop4no.com
Q-workshop Patryk Strzelewicz,PL - POLAND,shop@q-workshop.com
Bop LLC,US - UNITED STATES,shopbop.com
Zaptel Rise Limited,GB - UNITED KINGDOM,shopbyfun.com
The Disney Store Limited,GB - UNITED KINGDOM,shopdisney.co.uk/
BOCIESH LIMITED,CY - CYPRUS,shopelectro247.com
Shopido Online AB,SE - SWEDEN,shopido.com
Ove Agentur Uwe Hirsch,SE - SWEDEN,showplate.se
Shutterstock Inc.,US - UNITED STATES,shutterstock.com
Shutterstock Ireland LTD,IE - IRELAND,shutterstock.com
Sideshow Inc.,US - UNITED STATES,sideshow.com
HAPTIC DISTRICT AB,SE - SWEDEN,sillysilas.com
SilverPark Media AB,SE - SWEDEN,silverparkmedia.se/
"Simon and Schuster Digital Sales, Inc.",US - UNITED STATES,simonandschuster.com
The Happy Crafter LLC,US - UNITED STATES,simonsaysstamp.com
SimpleSite ApS,DK - DENMARK,simplesite.com
Simplifiers IVS,DK - DENMARK,simplifiers.dk/
Sjöklint Agenturer AB,SE - SWEDEN,sjoklintagenturer.se
Lowwi AB,SE - SWEDEN,skalhuset.se
Skandix AG,DE - GERMANY,skandix.de
Skapago Publishing - Werner Skalla,DE - GERMANY,skapago.teachable.com/
SkimSafe AB,SE - SWEDEN,skimsafe.no
"Skoda Auto, a. s.",CZ - CZECH REPUBLIC,skoda-auto.com
Stirk Lamont & Associates Limited,GB - UNITED KINGDOM,sla-ltd.com
SlikhaarShop A/S,DK - DENMARK,slikhaarshop.no
E.L. Cravatte B.V.,NL - NETHERLANDS,slipsshop.com
Wrap Unlimited Aps,DK - DENMARK,slowwalk.dk
Wrap Unlimited Aps,DK - DENMARK,slowwalkstore.dk
SmartBuyGlasses Optical Limited,HK - HONG KONG,smartbuyglasses.no
Smartphoto Group NV,BE - BELGIUM,smartphoto.no
SmartResearch s.r.o.,CZ - CZECH REPUBLIC,smartresearchsro.com
Smartsunwear,DK - DENMARK,smartsunwear.dk
Smartsunwear,DK - DENMARK,smartsunwear.no
The Smile Company ApS,DK - DENMARK,smilebright.eu
SMOKE-IT ApS,DK - DENMARK,smoke-it.dk
Skandinavisk Røgsystem IVS,DK - DENMARK,smokepins.com
Chapari Limited,GB - UNITED KINGDOM,snapupshop10.com
SnorBan DK ApS,DK - DENMARK,snorban.no
Snydepels ApS,DK - DENMARK,snydepels.dk
Indigo Shadows,US - UNITED STATES,sockdreams.com
Softube AB,SE - SWEDEN,softube.com
Sohu ApS,DK - DENMARK,sohu-shop.no
Solann AB,SE - SWEDEN,solann.se
Tailor Shaped ApS,DK - DENMARK,sonofatailor.com
So Sew Me AB,SE - SWEDEN,sosewme.se
Søstrene Grenes Import A/S,DK - DENMARK,sostrenegrene.com
CJ Hvidevareservice Aalborg Aps,DK - DENMARK,spanrep.dk
Sparkol Limited,GB - UNITED KINGDOM,sparkol.com
Speed-ID AB,SE - SWEDEN,speed-id.com
Speer Laboratories LLC,US - UNITED STATES,speerlaboratoires.com
Spigo ApS,DK - DENMARK,spigo.no
Lotto 24 ApS,DK - DENMARK,spil24.no
Spil Games B.V.,NL - NETHERLANDS,spilgames.com
Spitfire Audio Holdings Ltd,GB - UNITED KINGDOM,spitfireaudio.com/
Sportograf GmbH & Co. KG,DE - GERMANY,sportograf.com
Tradevision ApS,DK - DENMARK,sportsbuddy.no
Swedemount Sportswear & Fashion AB,SE - SWEDEN,sportshopen.com
B-Sporting Limited,GB - UNITED KINGDOM,sportsshoes.com
Sport To.HB,SE - SWEDEN,sporttotal.se
Spotify AB,SE - SWEDEN,spotify.com
sprd.net AG,DE - GERMANY,spreadshirt.net
Spring Copenhagen,DK - DENMARK,springcopenhagen.com
Spuhr i Dalby AB,SE - SWEDEN,spuhr.biz/
Squarespace Ireland Limited,IE - IRELAND,squarespace.com/
Squareup International Limited,IE - IRELAND,squareup.com/
Standing Stone Games LLC,US - UNITED STATES,standingstonegames.com
NORDELE LIMITED,CY - CYPRUS,starmusicmix.com
SIA Star Register,LV - LATVIA,starregistration.net/
StataCorp LLC,US - UNITED STATES,stata.com
ENGIVEL,CY - CYPRUS,statictrack.com
Seagull Aps,DK - DENMARK,stetosop.dk
Stiksen AB,SE - SWEDEN,stiksen.com
Stoorstålka AB,SE - SWEDEN,stoorstalka.com
Square Enix Limited,GB - UNITED KINGDOM,store.eu.square-enix.com/
Strava Inc.,US - UNITED STATES,strava.com
Strawberry Cosmetics Service Limited,HK - HONG KONG,strawberrynet.com/en-no/main.aspx?currid=nok
IDERIOL LIMITED,CY - CYPRUS,streamblendy.com
NULIZAN LIMITED,CY - CYPRUS,streambroom.com
Impact Range Limited,GB - UNITED KINGDOM,streammerge.com
VELISAR LIMITED,CY - CYPRUS,streamundle.com
Hækleboksen I/S,DK - DENMARK,strikkeboksen.dk
Strikkes.dk ApS,DK - DENMARK,strikkes.dk/
Strings By Mail,US - UNITED STATES,stringsbymail.com
"Stryd, Inc.",US - UNITED STATES,stryd.com
Student Media ApS,DK - DENMARK,studienett.no
Studio About ApS,DK - DENMARK,studio-about.com
Studio About ApS,DK - DENMARK,studio-about.dk
Stylelegs,DK - DENMARK,stylelegs.dk
Stylepit.Com A/S,DK - DENMARK,stylepit.com
THE LIFE UP LTD,GR - GREECE,sugarfreeshops.com/en
Sugoi Mart,JP - JAPAN,sugoimart.com
BabyNord AB,SE - SWEDEN,summervilleorganic.com
Autosales Incorporated,US - UNITED STATES,summitracing.com
Accessories.dk,DK - DENMARK,sunlooper.no/
3W STORES UK LTD,GB - UNITED KINGDOM,superheroeswarehouse.com
Roadwey Limited,GB - UNITED KINGDOM,supremebunch.com
Surfshark Ltd,CY - CYPRUS,surfshark.com
SurveyMonkey Europe Unlimited,IE - IRELAND,surveymonkey.com/
"Company
Susanne Schjerning Studio",DK - DENMARK,susanneschjerning.dk
Svartzonker Sweden AB,SE - SWEDEN,svartzonkersweden.com/sv/
Svensk Mattdesign,SE - SWEDEN,svenskmattdesign.se
St James Emporium,GB - UNITED KINGDOM,swaineadeneybrigg.com/
Swaine Adeney Brigg websales ltd,GB - UNITED KINGDOM,swaineadeneybrigg.com/
SWATI Group AB,SE - SWEDEN,swati.com
swedish truck parts limited,GB - UNITED KINGDOM,swedishtruckparts.co.uk
Sport To.HB,SE - SWEDEN,sydsport.com
NORTONLIFELOCK IRELAND LIMITED,IE - IRELAND,symantec.com
Sysleriget.dk - 26834889,DK - DENMARK,sysleriget.dk
T101 Limited,GB - UNITED KINGDOM,t101.com
Telecom3 Sverige AB,SE - SWEDEN,t3.se
Tabletop Tycoon Inc,US - UNITED STATES,tabletoptycoon.com
Tagged Inc.,US - UNITED STATES,tagged.com
Taisho ApS,DK - DENMARK,taisho.dk
TavernCreative Limited,GB - UNITED KINGDOM,taverncreative.com
Taxamo Checkout Ltd,IE - IRELAND,taxamo.com
TDC A/S,DK - DENMARK,tdcgroup.com
TeamViewer Germany GmbH,DE - GERMANY,teamviewer.com
TeddySit,DK - DENMARK,teddysit.dk
TeeTurtle LLC,US - UNITED STATES,teeturtle.com
Telefuture Nederland B.V.,NL - NETHERLANDS,telefuture.nl
M of Copenhagen,DK - DENMARK,th.
Kasbane Limited,GB - UNITED KINGDOM,thebestsellrwb.com
TCTC Invest AB,SE - SWEDEN,thecolonialteacompany.com
The Druid's Brew Ltd.,GB - UNITED KINGDOM,thedruidsbrew.co.uk
HORVEOT LIMITED,CY - CYPRUS,thefunbundle.com
EVELEX LIMITED,CY - CYPRUS,thegamemix.com
Pekan Limited,GB - UNITED KINGDOM,thegamerzstore.com
THE LEVEL GROUP SRL,IT - ITALY,thelevelgroup.com
Wontly Services Limited,GB - UNITED KINGDOM,themobileztore.com
PAVICIAN LIMITED,CY - CYPRUS,themusicilike.com
The NAP Lab AB,SE - SWEDEN,thenaplab.no
YOOX NET-A-PORTER GROUP S.P.A.,IT - ITALY,theoutnet.com
Numiv Limited,GB - UNITED KINGDOM,thephonezstore.com
Zaptel Rise Limited,GB - UNITED KINGDOM,thepowerbuys.com
Root Wellness LLC,US - UNITED STATES,therootbrand.com
Powerslave SL,ES - SPAIN,thestonecirclestore.com
Above Board (Solent) Limited,GB - UNITED KINGDOM,thesupco.com/
BEAUTY DISTRIBUTION(HK)LIMITED,HK - HONG KONG,thetebbi.com
OLP Media Limited,GB - UNITED KINGDOM,thetecheshop.com
Corventive Limited,GB - UNITED KINGDOM,thetopbundle.com
Girovo Limited,GB - UNITED KINGDOM,thewebbunddle.com
SkinnyCorp LLC,US - UNITED STATES,threadless.com
Threads by Caroline AB,SE - SWEDEN,threadsbycaroline.com
SilverPark Media AB,SE - SWEDEN,thunderfitness.se/
Aspiro AB,SE - SWEDEN,tidal.com
Tieroom AB,SE - SWEDEN,tieroom.no
TIKEI AB,SE - SWEDEN,tikei.se
Tilia Pay UK Ltd,GB - UNITED KINGDOM,tilia-inc.com/
Tina Wodstrup Danish Design,DK - DENMARK,tinawodstrup.dk
Match Group LLC,US - UNITED STATES,tinder.com
TNKreativt AB,SE - SWEDEN,tnkreativt.com/
TomTom International B.V.,NL - NETHERLANDS,tomtom.com
TopLady Sweden AB,SE - SWEDEN,toplady.no
TopLady Sweden AB,SE - SWEDEN,toplady.se
QATORO LIMITED,CY - CYPRUS,topmediamix.com
Top Pet Produkter AB,SE - SWEDEN,toppet.se
VPNetworks LLC,US - UNITED STATES,torguard.net/
Torrid LLC,US - UNITED STATES,torrid.com/homepage
TouchNote Limited,GB - UNITED KINGDOM,touchnote.com/
TOWNSEND MUSIC LTD,GB - UNITED KINGDOM,townsend-music.com
Travian Games GmbH,DE - GERMANY,traviangames.de
"Trello, Inc.",US - UNITED STATES,trello.com
MediaCom LTD,GB - UNITED KINGDOM,trendbutikken.shop
Trion Worlds Inc,US - UNITED STATES,trionworlds.com
Trolle Company A/S,DK - DENMARK,trollecompany.com
TRS Golf Ltd,GB - UNITED KINGDOM,trsgolf.co.uk
NORDELE LIMITED,CY - CYPRUS,tryallday.com
LEFERA LIMITED,CY - CYPRUS,tunefantasy.com
LOUVERON LIMITED,CY - CYPRUS,tuneintunes.com
Boxwish Limited,GB - UNITED KINGDOM,tunessurfing24.com
ZILOQ LIMITED,CY - CYPRUS,tunesteen.com
JEOLIOR LIMITED,CY - CYPRUS,tunethirst.com
Tunnelbear LLC,US - UNITED STATES,tunnelbear.com
Turner Broadcasting System Europe Ltd,GB - UNITED KINGDOM,turner.com/europe-middle-east-africa
Turritops EF,SE - SWEDEN,turritops.se
Rossotoscana srl,IT - ITALY,tuscanyleather.it
Vrendergo Limited,GB - UNITED KINGDOM,tvshoppr.com
TWILIO INC,US - UNITED STATES,twilio.com
"Twitch Interactive, Inc",US - UNITED STATES,twitch.tv
Twitter International Company,IE - IRELAND,twitter.com/
Tyche Technologies AG,CH - SWITZERLAND,tyche.ch
Tyglycka AB,SE - SWEDEN,tyglycka.se
Nordic Swim and Sport AB,SE - SWEDEN,tyrsverige.se/
NE Services LTD,GB - UNITED KINGDOM,uberkinky.co.uk
Ubisoft EMEA SAS,FR - FRANCE,ubisoft.com
"Udemy, Inc.",US - UNITED STATES,udemy.com/
Metaboli SA,FR - FRANCE,uk.gamesplanet.com/
Lush Retail Limited,GB - UNITED KINGDOM,uk.lush.com/
Match.com International Limited,GB - UNITED KINGDOM,uk.match.com/
Sony Interactive Entertainment Network,GB - UNITED KINGDOM,uk.playstation.com
"Europe Limited
Support Logistics (Europe) Ltd",GB - UNITED KINGDOM,uktactical.com
Uldstedet,DK - DENMARK,uldstedet.dk
Unilux Time (HK) Ltd.,HK - HONG KONG,uniluxtime.com
Unity Technologies ApS,DK - DENMARK,unity3d.com/
SRENOLI LIMITED,CY - CYPRUS,unlimitedstreamz.com
Valinex Limited,GB - UNITED KINGDOM,unostreaming.com
RIZENIA LIMITED,CY - CYPRUS,upbeatgame.com
URBN UK Limited,GB - UNITED KINGDOM,urbanoutfitters.com
URBN US Retail LLC,US - UNITED STATES,urbanoutfitters.com/
URBN UK Limited,GB - UNITED KINGDOM,urbn.com
NC Interactive LLC,US - UNITED STATES,us.ncsoft.com/en
USWE Sports AB,SE - SWEDEN,uswe-sports.com
Aegis Vision Limited,GB - UNITED KINGDOM,uunique.uk.com
Vallgatan 12,SE - SWEDEN,vallgatan12.se/
Valve Corporation,US - UNITED STATES,valvesoftware.com/en/
Vapes Lidköping AB,SE - SWEDEN,vapes.se
Varmt vand fra solen,DK - DENMARK,varmtvandfrasolen.dk
"Jumby Bay Studios, LLC",US - UNITED STATES,vat19.com
Vectoworks Inc,US - UNITED STATES,vectoworks.net
Veldskoen Nordics,SE - SWEDEN,veldskoennordics.com
Veldskoen Nordics,SE - SWEDEN,veldskoennordics.se
Verisure Ireland Designated Activity,IE - IRELAND,verisure.com
"Company
RECISIO SAS",FR - FRANCE,version-karaoke.com
FREEMIND MEDIA LTD,GB - UNITED KINGDOM,victoriascandy.co.uk
Kulla Handel UG haftungsbeschränkt,DE - GERMANY,viking-larp.com
Hannas Villervalla AB,SE - SWEDEN,villervalla.com
Hannas Villervalla AB,SE - SWEDEN,villervalla.se
"Vimeo, Inc",US - UNITED STATES,vimeo.com/
Lupent Limited,GB - UNITED KINGDOM,vipshop247.com
Vision of Home by Helgevik design AB,SE - SWEDEN,visionofhome.se/
VM Elektro A/S,DK - DENMARK,vm-elektro.dk
Volkswagen AG,DE - GERMANY,volkswagen.de
Lindqvist Voltige,DK - DENMARK,voltige.dk
Gadbjerg Reservedelslager,DK - DENMARK,vparts.dk
Les Mills Nordic AB,SE - SWEDEN,w3.lesmills.com/sweden/en
Artivo ApS,DK - DENMARK,wallstickerland.dk/
SYNE TECH INC.,US - UNITED STATES,wantedall.com
Wargaming Group Ltd,CY - CYPRUS,wargaming.net
B2C Distribution Limited,GB - UNITED KINGDOM,watersportsoutlet.com/no-no/
Thought Fashion Ltd,GB - UNITED KINGDOM,wearethought.com
Yellow Product Design Ltd,GB - UNITED KINGDOM,weatherstop.co.uk
2017,SE - SWEDEN,webbutiken.info
2017,SE - SWEDEN,webbutiken.se
Webroot International Limited,IE - IRELAND,webroot.com
ARCHEMBALD ENTERPRISES LIMITED,CY - CYPRUS,webshopr1.com
WeHunt Nordic AB,SE - SWEDEN,wehuntapp.com/
World's End Motorcycles Limited,GB - UNITED KINGDOM,wemoto.com
WePack AB,SE - SWEDEN,wepack.se
Volkswarenhaus Heussner & Stauber,DE - GERMANY,werk34.de
"GmbH & Co. KG
Wetransfer B.V.",NL - NETHERLANDS,wetransfer.com
Wheat Roskilde AS,DK - DENMARK,wheat.no
Whitewall Media GmbH,DE - GERMANY,whitewall.com
YESTROL LIMITED,CY - CYPRUS,whoopeefun.com
LOUVERON LIMITED,CY - CYPRUS,whoopeewoop.com
Whow Games GmbH,DE - GERMANY,whow.net/en
Wide Angle Software Ltd,GB - UNITED KINGDOM,wideanglesoftware.com
Suraway ltd,CY - CYPRUS,wild-terra-2-new-lands.xsollasitebuilder.com/
"Wiley Subscription Services, Inc",GB - UNITED KINGDOM,wiley.com
AB Josef Wilund,SE - SWEDEN,wilund.se/
WINDA ELECTRONIC CO LIMITED,CN - CHINA,windaele.simplesite.com/
Windsurfer Europe Srls,IT - ITALY,windsurfereurope.com
UAB Valytuvai.lt,LT - LITHUANIA,wipernet.no/
ContextLogic INC,US - UNITED STATES,wish.com
Wister,FR - FRANCE,wister.fr
Wix.com Ltd,IL - ISRAEL,wix.com/
Dot Com Productions LLC,GB - UNITED KINGDOM,womanfromrussia.com
LostMy.Name Limited,GB - UNITED KINGDOM,wonderbly.com
WONDERSHARE TECHNOLOGY CO,HK - HONG KONG,wondershare.com
"LIMITED
Wooden Camera Inc",US - UNITED STATES,woodencamera.com
Woodteam Group AB,SE - SWEDEN,woodteam.se
Wool and the Gang,GB - UNITED KINGDOM,woolandthegang.com/
Wool Warehouse Direct Limited,GB - UNITED KINGDOM,woolwarehouse.co.uk
Now2New,SE - SWEDEN,wowfactor.se
QATORO LIMITED,CY - CYPRUS,wowmusicmix.com
WWE Network LLC,US - UNITED STATES,wwe.com/wwenetwork
COVA M. PRIVATE CAPITAL COMPANY,GR - GREECE,wyoustores.com
XING AG,DE - GERMANY,xing.com/
På Bettet AB,SE - SWEDEN,xn--pbettet-exa.se
Suraway ltd,CY - CYPRUS,xsolla.com
"Xsolla (USA), Inc",US - UNITED STATES,xsolla.com
Yellow Product Design Ltd,GB - UNITED KINGDOM,yellowproductdesign.com
Yesasia.com Limited,HK - HONG KONG,yesasia.com/global/en/home.html
Yesstyle.com Limited,HK - HONG KONG,yesstyle.com/en/women.html
Dalufons AB,SE - SWEDEN,yldr.gg
B.D Sweden AB,SE - SWEDEN,yogia.se/
YOOX NET-A-PORTER GROUP S.P.A.,IT - ITALY,yoox.com
Yousician Oy,FI - FINLAND,yousician.com/
Yrolí Skincare,DK - DENMARK,yroli.com
WISEON E-COMMERCE (HONGKONG),HK - HONG KONG,zaful.com
"LIMITED
Zannaz",SE - SWEDEN,zannaz.se
Pekan Limited,GB - UNITED KINGDOM,zaphoneshop.com
Zazzle Inc,US - UNITED STATES,zazzle.com
ZeniMax Europe Limited,GB - UNITED KINGDOM,zenimax.com
Scholz Handelsgesellschaft mbH,DE - GERMANY,ziegenpeter.shop
Znipe Esports AB,SE - SWEDEN,znipe.se/
Zoho Corporation B.V.,NL - NETHERLANDS,zoho.com
"Zoom Video Communications, Inc.",US - UNITED STATES,zoom.us/
FESOREX LIMITED,CY - CYPRUS,zoopackage.com
"Zoosk, Inc.",US - UNITED STATES,zoosk.com
Zound Industries International AB,SE - SWEDEN,zoundindustries.com/
Zwift Inc,US - UNITED STATES,zwift.com/
Zynga Game Ireland Ltd.,IE - IRELAND,zynga.com
Addick AB,SE - SWEDEN,
Eytys AB,SE - SWEDEN,
FelineBox,DK - DENMARK,
Hvalsøe,DK - DENMARK,
Sportswear by Matilda & Anna,SE - SWEDEN,
Varmt vand fra solen,DK - DENMARK,
